0.01
TPR(recall);precision;FPR
0.9991706406800747;0.048466745114604394;0.9894890968990221
1.0;0.0480196738286306;1.0
0.999066970765084;0.048457086540927306;0.9895936829995293
1.0;0.0480196738286306;1.0
0.9992743105950653;0.04833541437877033;0.9924175077132249
0.02
TPR(recall);precision;FPR
0.9979266017001867;0.04899575499068541;0.9770433509386602
1.0;0.0480196738286306;1.0
0.9980302716151773;0.04893583493877302;0.9784029702452544
1.0;0.0480196738286306;1.0
0.9983412813601493;0.04883119517265859;0.9809130366574282
0.03
TPR(recall);precision;FPR
0.9967862326352892;0.049768368746603175;0.9599958165559798
1.0;0.0480196738286306;1.0
0.9963715529753265;0.04959978531359182;0.9630288134706897
1.0;0.0480196738286306;1.0
0.9975119220402239;0.04944196657965593;0.9673691366417403
0.04
TPR(recall);precision;FPR
0.9950238440804479;0.05051100422065278;0.9434712126758353
1.0;0.0480196738286306;1.0
0.9948165042504665;0.0502892839174912;0.947654656696125
1.0;0.0480196738286306;1.0
0.9960605432303545;0.049992715466106105;0.9547665115306175
0.05
TPR(recall);precision;FPR
0.9922247563756997;0.05131875968493466;0.9252209381373215
1.0;0.0480196738286306;1.0
0.9926394360356624;0.05108982738841608;0.9299796057104011
1.0;0.0480196738286306;1.0
0.9942981546755132;0.05060385899931937;0.9409611462636616
0.06
TPR(recall);precision;FPR
0.9895293385859424;0.052394675449430494;0.9027349265282644
1.0;0.0480196738286306;1.0
0.9898403483309144;0.051917262979315745;0.9117816242221409
1.0;0.0480196738286306;1.0
0.9922247563756997;0.05131875968493466;0.9252209381373215
0.07
TPR(recall);precision;FPR
0.9861082313912503;0.053748615600207945;0.8756994195471421
1.0;0.0480196738286306;1.0
0.9868339207961849;0.05299255688112721;0.8895570778643518
1.0;0.0480196738286306;1.0
0.9900476881608957;0.05218294082290585;0.907075249699315
0.08
TPR(recall);precision;FPR
0.9828944640265395;0.055554578960629555;0.842859383987868
1.0;0.0480196738286306;1.0
0.9840348330914369;0.05444158942828301;0.8621032264812006
1.0;0.0480196738286306;1.0
0.9871449305411569;0.053266354146854475;0.8850075824922867
0.09
TPR(recall);precision;FPR
0.9797843665768194;0.05664674750211279;0.8230403179417456
1.0;0.0480196738286306;1.0
0.9800953763217914;0.056185517995530836;0.8304659310777598
1.0;0.0480196738286306;1.0
0.9844495127513996;0.05455715401939606;0.860534434973592
0.1
TPR(recall);precision;FPR
0.9791623470868754;0.05749505402526252;0.8096532970768185
1.0;0.0480196738286306;1.0
0.9781256479369687;0.05705560426934357;0.8154055326047168
1.0;0.0480196738286306;1.0
0.9810284055567075;0.056132587508823543;0.832087015635622
0.11
TPR(recall);precision;FPR
0.9766742691270993;0.05810733295915032;0.7985671704230508
0.9992743105950653;0.04833541437877033;0.9924175077132249
0.97677793904209;0.057817159828671714;0.8029074935941013
1.0;0.0480196738286306;1.0
0.9797843665768194;0.05681360496780903;0.8204779584793181
0.12
TPR(recall);precision;FPR
0.9739788513373419;0.05872058501828182;0.7875333368195366
0.99844495127514;0.04883601827484268;0.9809130366574282
0.9747045407422766;0.05844398030732508;0.7920828321916017
1.0;0.0480196738286306;1.0
0.9791623470868754;0.05749505402526252;0.8096532970768185
0.13
TPR(recall);precision;FPR
0.9716981132075472;0.059411902664122766;0.7759765727134864
0.9976155919552145;0.049446850929794;0.9673691366417403
0.9722164627825005;0.05907848152301276;0.7810489985880876
1.0;0.0480196738286306;1.0
0.9769852788720713;0.05794606293886887;0.8011818229357318
0.14
TPR(recall);precision;FPR
0.9696247149077337;0.06008878723828002;0.7650473252104796
0.9963715529753265;0.05000754457804996;0.9547665115306175
0.9698320547377152;0.05979737287864745;0.7691784761805156
1.0;0.0480196738286306;1.0
0.9744972009122953;0.05851957915706904;0.7908277989855148
0.15
TPR(recall);precision;FPR
0.9681733360978644;0.06091221570712045;0.7529153375516394
0.9950238440804479;0.05063892201036204;0.9409611462636616
0.967343976777939;0.06044137555787305;0.7585106939287769
1.0;0.0480196738286306;1.0
0.9730458221024259;0.05908495744573702;0.7816242221408775
0.16
TPR(recall);precision;FPR
0.9570806551938628;0.06121122913102863;0.7404172985410239
0.9929504457806344;0.051354365496386216;0.9252209381373215
0.966099937798051;0.06143895990875467;0.7444438634105527
1.0;0.0480196738286306;1.0
0.9713871034625752;0.05965872914809627;0.7723160591957329
0.17
TPR(recall);precision;FPR
0.9432925565001037;0.06120307528805602;0.7298541023897924
0.9910843873108024;0.052234728444978694;0.907075249699315
0.9638191996682562;0.06252311748051406;0.7289651205354808
1.0;0.0480196738286306;1.0
0.969521044992743;0.06023754927472754;0.7629556032003347
0.18
TPR(recall);precision;FPR
0.9296081277213353;0.06084395801244428;0.7237881085603723
0.9888036491810077;0.053351083466645785;0.8850075824922867
0.9600870827285921;0.06374543126768126;0.7112900695497568
1.0;0.04802206446088437;0.9999477069497463
0.9681733360978644;0.06091221570712045;0.7529153375516394
0.19
TPR(recall);precision;FPR
0.9148869997926602;0.06036458155203666;0.7183496313339958
0.9863155712212316;0.05465491687443271;0.860534434973592
0.9581173543437694;0.0646510716883989;0.6992103749411703
1.0;0.04802206446088437;0.9999477069497463
0.9659962678830604;0.06153419446865837;0.7431365371542122
0.2
TPR(recall);precision;FPR
0.8959154053493676;0.05967737480319311;0.7120744653035611
0.9831018038565208;0.05624455080870447;0.832087015635622
0.9569769852788721;0.06560720961471489;0.6874967316843591
1.0;0.04802445533118254;0.9998954138994928
0.9634045200082936;0.0621967298695562;0.7327302201537416
0.21
TPR(recall);precision;FPR
